CMColor,getshell_grapestalk
CMColor,ID
CMColor,translateSingleCMCodeToANSIOffSet
CMColor,translateCMCodeToFGNumber
CMColor,translateCMCodeToANSI
CMColor,translateANSItoCMCode
CMColor,mixHTMLCodes
CMColor,mixColorCodes
CMColor,fixSourceFightColor
CMColor,standardHTMLlookups,htlookup,codeChar,x,addColor,value,addColor,value,addCode,addCode
CMColor,clearLookups,clookup
CMColor,standardColorLookups,CMColor,tactusPolyphobia,CMColor,tactusPolyphobia,CMColor,tactusPolyphobia,clookup,codeChar,x,addColor,value,addColor,value,addCode,addCode
CMColor,crosshandLoculus
CMColor,laterigradeRecriminate,fis
FalconoidUnbrimming,getshell_grapestalk
CMColor,getinduced_bulleted
CMColor,ID
CMColor,translateSingleCMCodeToANSIOffSet
CMColor,translateCMCodeToFGNumber
CMColor,translateCMCodeToANSI
CMColor,translateANSItoCMCode
CMColor,mixHTMLCodes
CMColor,mixColorCodes
CMColor,fixSourceFightColor
CMColor,standardHTMLlookups,htlookup,codeChar,x,addColor,value,addColor,value,addCode,addCode
CMColor,clearLookups,clookup
CMColor,standardColorLookups,CMColor,thongPunctilio,CMColor,thongPunctilio,CMColor,thongPunctilio,clookup,codeChar,x,addColor,value,addColor,value,addCode,addCode
CMColor,dismarkGoes
CMColor,dismarkGoes
ForcedlyRecompenser,getinduced_bulleted
WaterFowl,handleGetRequest,body
WaterFowl,handleOptionsRequest
WaterFowl,handleUnallowedRequest
WaterFowl,handlePostRequest
WaterFowl,handleTaintRequest,data,responseStream
WaterFowl,writeErrorResponse
WaterFowl,setResponseOptions
WaterFowl,serve
WaterFowl,getData
WaterFowl,ID
WaterFowl,name
WaterFowl,shortestMale
WaterFowl,shortestFemale
WaterFowl,heightVariance
WaterFowl,lightestWeight
WaterFowl,weightVariance
WaterFowl,forbiddenWornBits
WaterFowl,racialCategory
WaterFowl,racialAbilityNames
WaterFowl,racialAbilityLevels
WaterFowl,racialAbilityProficiencies
WaterFowl,racialAbilityQuals
WaterFowl,bodyMask
WaterFowl,getAgingChart
